"FILE";"ROW";"PRDKEY";"YEAR";"MONTH";"INDICODECR";"COICOP";"DESCRIZIONE";"MARCA";"FORMATO";"MERCATO";"FAMIGLIA";"EAN";"TURNOVERCURR";"QUANTITYCURR";"PRICECURR";"COUNTPDVCURR";"TURNOVERPREV";"QUANTITYPREV";"PRICEPREV";"COUNTPDVPREV";"VTURNOVER";"VPRICE";"DESC";"DESCRIZIONE1";"UNITA";"QUANTITA";"UNITA.QUANTITA";"fm.d"
"B";"5268";"13230458";"2020";"5";"01090101";"01.1.9.1.0.00";"BARILLA BARILLA NOBIO POMODORO STD SUGHI SUGO UHT SING VASO 1 00500 GR";"BARILLA";"500GR";"Sughi Pronti Base Pomod (Olio)";"SUGHI PRONTI E BASI";"8076809541473";"26.46";"31";"0.85";"6";"5194.35";"4999";"1.04";"77";"-99.4906003638569";"-17.8552006103406";"  NOBIO POMODORO STD SUGHI SUGO UHT SING VASO 1 00500 GR";"BARILLA BARILLA NOBIO POMODORO STD SUGHI SUGO UHT SING VASO 1 00500 GR";"GR";"500";"GR|500";0.999999999920199
"A";"107";"42622211";"2020";"5";"03091103";"01.1.9.1.0.00";"PERLA RAPALLO STD STD GENOVESE FRESCO VASC CON AGLIO 1 00100 GR NOBIO";"RAPALLO";"100GR";"Sughi Pronti Freschi Pesto";"SUGHI PRONTI FRESCHI";"8000538000369";"50.93";"53";"0.96";"5";"276";"177";"1.56";"19";"-81.5471014492754";"-38.3742821985234";"PERLA  STD STD GENOVESE FRESCO VASC CON AGLIO 1 00100 GR NOBIO";"PERLA RAPALLO STD STD GENOVESE FRESCO VASC CON AGLIO 1 00100 GR NOBIO";"GR";"100";"GR|100";0.999999999619144
"B";"86921";"42622066";"2020";"5";"03091103";"01.1.9.1.0.00";"PERLA RAPALLO SENZA AGLIO STD GENOVESE FRESCO VASO SENZA AGLIO 1 00100 GR NOBIO";"RAPALLO";"100GR";"Sughi Pronti Freschi Pesto";"SUGHI PRONTI FRESCHI";"8000538000352";"87.9";"79";"1.11";"5";"224.98";"139";"1.62";"14";"-60.9298604320384";"-31.2563367095359";"PERLA  SENZA AGLIO STD GENOVESE FRESCO VASO SENZA AGLIO 1 00100 GR NOBIO";"PERLA RAPALLO SENZA AGLIO STD GENOVESE FRESCO VASO SENZA AGLIO 1 00100 GR NOBIO";"GR";"100";"GR|100";0.999999999619144
"A";"42";"49901635";"2020";"5";"04020201";"01.1.9.4.0.00";"CAMEO RISTORANTE STD 01 PIZZA FUNGHI NOBIO 1 0365 SURGELATI ALTERN. GR FACE19";"RISTORANTE";"365GR";"Surg Pizzeria - Pizza Classica";"SURG PIZZERIA";"8003000562839";"27.12";"13";"2.09";"1";"354.57";"117";"3.03";"15";"-92.35129875624";"-31.1616888061596";"CAMEO  STD 01 PIZZA FUNGHI NOBIO 1 0365 SURGELATI ALTERN. GR FACE19";"CAMEO RISTORANTE STD 01 PIZZA FUNGHI NOBIO 1 0365 SURGELATI ALTERN. GR FACE19";"GR";"365";"GR|365";0.999999975248189
"B";"108345";"8590928";"2020";"5";"04020201";"01.1.9.4.0.00";"CAMEO RISTORANTE STD 01 PIZZA FUNGHI NOBIO 1 0365 SURGELATI ALTERN. GR";"RISTORANTE";"365GR";"Surg Pizzeria - Pizza Classica";"SURG PIZZERIA";"8003000560804";"89.47";"40";"2.24";"6";"90.75";"33";"2.75";"9";"-1.41046831955923";"-18.6636363636364";"CAMEO  STD 01 PIZZA FUNGHI NOBIO 1 0365 SURGELATI ALTERN. GR";"CAMEO RISTORANTE STD 01 PIZZA FUNGHI NOBIO 1 0365 SURGELATI ALTERN. GR";"GR";"365";"GR|365";0.999999975248189
"A";"92";"37890229";"2020";"5";"04020201";"01.1.9.4.0.00";"CAMEO RISTORANTE STD 01 PIZZA 4 FORMAGGI NOBIO 1 0340 SURGELATI ALTERN. GR FACE17";"RISTORANTE";"340GR";"Surg Pizzeria - Pizza Classica";"SURG PIZZERIA";"8003000562631";"22.62";"11";"2.06";"1";"466.69";"157";"2.97";"17";"-95.1530994878828";"-30.8215108725083";"CAMEO  STD 01 PIZZA 4 FORMAGGI NOBIO 1 0340 SURGELATI ALTERN. GR FACE17";"CAMEO RISTORANTE STD 01 PIZZA 4 FORMAGGI NOBIO 1 0340 SURGELATI ALTERN. GR FACE17";"GR";"340";"GR|340";0.999999850231433
"B";"41506";"5453495";"2020";"5";"04020201";"01.1.9.4.0.00";"CAMEO RISTORANTE STD 01 PIZZA 4 FORMAGGI NOBIO 1 0340 SURGELATI ALTERN. GR";"RISTORANTE";"340GR";"Surg Pizzeria - Pizza Classica";"SURG PIZZERIA";"8003000560101";"134.42";"58";"2.32";"6";"110.46";"42";"2.63";"12";"21.6911099040377";"-11.8788514488003";"CAMEO  STD 01 PIZZA 4 FORMAGGI NOBIO 1 0340 SURGELATI ALTERN. GR";"CAMEO RISTORANTE STD 01 PIZZA 4 FORMAGGI NOBIO 1 0340 SURGELATI ALTERN. GR";"GR";"340";"GR|340";0.999999850231433
"A";"26";"38006855";"2020";"5";"04020201";"01.1.9.4.0.00";"CAMEO RISTORANTE STD 01 PIZZA MARGHERITA NOBIO 1 0330 SURGELATI ALTERN. GR FACE17";"RISTORANTE";"330GR";"Surg Pizzeria - Pizza Classica";"SURG PIZZERIA";"8003000563539";"20.2";"10";"2.02";"1";"425.6";"143";"2.98";"17";"-95.2537593984962";"-32.1287593984962";"CAMEO  STD 01 PIZZA MARGHERITA NOBIO 1 0330 SURGELATI ALTERN. GR FACE17";"CAMEO RISTORANTE STD 01 PIZZA MARGHERITA NOBIO 1 0330 SURGELATI ALTERN. GR FACE17";"GR";"330";"GR|330";0.999988146865183
"B";"133504";"33052529";"2020";"5";"04020201";"01.1.9.4.0.00";"CAMEO RISTORANTE STD 01 PIZZA MARGHERITA NOBIO 1 0330 SURGELATI ALTERN. GR FACE16";"RISTORANTE";"330GR";"Surg Pizzeria - Pizza Classica";"SURG PIZZERIA";"8003000563508";"177490.49";"77117";"2.3";"1686";"154857.67";"62458";"2.48";"2241";"14.6152399167571";"-7.17171758858857";"CAMEO  STD 01 PIZZA MARGHERITA NOBIO 1 0330 SURGELATI ALTERN. GR FACE16";"CAMEO RISTORANTE STD 01 PIZZA MARGHERITA NOBIO 1 0330 SURGELATI ALTERN. GR FACE16";"GR";"330";"GR|330";0.999988146865183
"A";"5";"12264675";"2020";"5";"04021107";"01.1.7.2.0.00";"EST MAGE ZUCCHINE FETTE STD 1 0450 GR NOBIO";"MAGE";"450GR";"Surg Vegetali Naturali/Frutta - Altri Vegetali Naturali";"SURG VEGETALI NATURALI/FRUTTA";"8011386824366";"38.17";"23";"1.66";"1";"612.56";"209";"2.93";"21";"-93.7687736711506";"-43.3771172726292";"EST  ZUCCHINE FETTE STD 1 0450 GR NOBIO";"EST MAGE ZUCCHINE FETTE STD 1 0450 GR NOBIO";"GR";"450";"GR|450";1
"B";"117640";"14657979";"2020";"5";"04021107";"01.1.7.2.0.00";"EST MAGE FAGIOLI BORLOTTI STD 1 0450 GR NOBIO";"MAGE";"450GR";"Surg Vegetali Naturali/Frutta - Altri Vegetali Naturali";"SURG VEGETALI NATURALI/FRUTTA";"8011386824199";"30.52";"24";"1.27";"5";"52.97";"39";"1.36";"10";"-42.3824806494242";"-6.37153105531433";"EST  FAGIOLI BORLOTTI STD 1 0450 GR NOBIO";"EST MAGE FAGIOLI BORLOTTI STD 1 0450 GR NOBIO";"GR";"450";"GR|450";1
"A";"28";"41197435";"2020";"5";"01010503";"01.1.1.4.2.00";"PALUANI NOBIO PALUANI RAMO GOLOSO FARC AST CREMA LIMONE 1 0400 GR TORTERICORRENZA S/OLIO DI PALMA";"PALUANI";"400GR";"Torte Pronte Altre";"TORTE PRONTE";"8002540001792";"70.47";"71";"0.99";"5";"783.65";"479";"1.64";"168";"-91.0074650673132";"-39.332053059761";" NOBIO  RAMO GOLOSO FARC AST CREMA LIMONE 1 0400 GR TORTERICORRENZA S/OLIO DI PALMA";"PALUANI NOBIO PALUANI RAMO GOLOSO FARC AST CREMA LIMONE 1 0400 GR TORTERICORRENZA S/OLIO DI PALMA";"GR";"400";"GR|400";1
"B";"84154";"41195893";"2020";"5";"01010503";"01.1.1.4.2.00";"PALUANI NOBIO PALUANI RAMO GOLOSO FARC AST CREMA CIOCC.FONDENTE 1 0400 GR TORTERICORRENZA S/OLIO DI PALMA";"PALUANI";"400GR";"Torte Pronte Altre";"TORTE PRONTE";"8002540001785";"764.72";"543";"1.41";"67";"7245.05";"3835";"1.89";"406";"-89.4449313669333";"-25.4536128769598";" NOBIO  RAMO GOLOSO FARC AST CREMA CIOCC.FONDENTE 1 0400 GR TORTERICORRENZA S/OLIO DI PALMA";"PALUANI NOBIO PALUANI RAMO GOLOSO FARC AST CREMA CIOCC.FONDENTE 1 0400 GR TORTERICORRENZA S/OLIO DI PALMA";"GR";"400";"GR|400";1
"A";"72";"23913864";"2020";"5";"01010503";"01.1.1.4.2.00";"S.ANGELO S.ANGELO NOBIO TONDA SEMPLICE PIZZA DOLCE CLASS TORTA 1 00600 TORTE.PRONTE GR";"S.ANGELO";"600GR";"Torte Pronte Altre";"TORTE PRONTE";"8003896011077";"244.54";"179";"1.37";"10";"2194.53";"942";"2.33";"34";"-88.8568395054978";"-41.3583397440161";"  NOBIO TONDA SEMPLICE PIZZA DOLCE CLASS TORTA 1 00600 TORTE.PRONTE GR";"S.ANGELO S.ANGELO NOBIO TONDA SEMPLICE PIZZA DOLCE CLASS TORTA 1 00600 TORTE.PRONTE GR";"GR";"600";"GR|600";1
"B";"54046";"9114735";"2020";"5";"01010503";"01.1.1.4.2.00";"S.ANGELO S.ANGELO NOBIO TONDA SEMPLICE PIZZA DOLCE CLASS TORTA 1 00500 TORTE.PRONTE GR";"S.ANGELO";"500GR";"Torte Pronte Altre";"TORTE PRONTE";"8003896000934";"75.07";"25";"3";"10";"984.07";"249";"3.95";"29";"-92.3714776387859";"-24.0199172823072";"  NOBIO TONDA SEMPLICE PIZZA DOLCE CLASS TORTA 1 00500 TORTE.PRONTE GR";"S.ANGELO S.ANGELO NOBIO TONDA SEMPLICE PIZZA DOLCE CLASS TORTA 1 00500 TORTE.PRONTE GR";"GR";"500";"GR|500";1
"A";"84";"36489607";"2020";"5";"01010503";"01.1.1.4.2.00";"DAL COLLE NOBIO DAL COLLE MINI RAMETTO FARC AST CREMA CIOCCOLATO 1 0300 GR TORTERICORRENZA FACE17";"DAL COLLE";"300GR";"Torte Pronte Altre";"TORTE PRONTE";"8004970140942";"536.18";"442";"1.21";"25";"2803.06";"1586";"1.77";"81";"-80.8716188736595";"-31.3628677231311";" NOBIO  MINI RAMETTO FARC AST CREMA CIOCCOLATO 1 0300 GR TORTERICORRENZA FACE17";"DAL COLLE NOBIO DAL COLLE MINI RAMETTO FARC AST CREMA CIOCCOLATO 1 0300 GR TORTERICORRENZA FACE17";"GR";"300";"GR|300";1
"B";"80045";"35059027";"2020";"5";"01010503";"01.1.1.4.2.00";"DAL COLLE NOBIO DAL COLLE MINI RAMETTO FARC AST CREMA MIRTILLI 1 0300 GR TORTERICORRENZA";"DAL COLLE";"300GR";"Torte Pronte Altre";"TORTE PRONTE";"8004970140928";"176.6";"137";"1.29";"21";"1218.73";"731";"1.67";"68";"-85.5095057970182";"-22.6821075738709";" NOBIO  MINI RAMETTO FARC AST CREMA MIRTILLI 1 0300 GR TORTERICORRENZA";"DAL COLLE NOBIO DAL COLLE MINI RAMETTO FARC AST CREMA MIRTILLI 1 0300 GR TORTERICORRENZA";"GR";"300";"GR|300";1
"A";"90";"3715013";"2020";"5";"01010503";"01.1.1.4.2.00";"INDUSTRIA DOLCIARIA BORSARI NOBIO BORSARI ANATRA ALL'ARANCIA FARC AST ARANCIA 1 0750 GR TORTERICORRENZA FACE03";"BORSARI";"750GR";"Torte Pronte Altre";"TORTE PRONTE";"8003781375093";"115.39";"43";"2.68";"15";"913.84";"154";"5.93";"87";"-87.3730631182702";"-54.7779469817117";"INDUSTRIA DOLCIARIA  NOBIO  ANATRA ALL'ARANCIA FARC AST ARANCIA 1 0750 GR TORTERICORRENZA FACE03";"INDUSTRIA DOLCIARIA BORSARI NOBIO BORSARI ANATRA ALL'ARANCIA FARC AST ARANCIA 1 0750 GR TORTERICORRENZA FACE03";"GR";"750";"GR|750";1
"B";"109132";"8969735";"2020";"5";"01010503";"01.1.1.4.2.00";"INDUSTRIA DOLCIARIA BORSARI NOBIO BORSARI ANATRA ALL'ARANCIA FARC AST ARANCIA 1 0750 GR TORTERICORRENZA FACE07";"BORSARI";"750GR";"Torte Pronte Altre";"TORTE PRONTE";"8003781371279";"1682.72";"268";"6.28";"65";"4839.33";"542";"8.93";"154";"-65.2282444057338";"-29.6780166712976";"INDUSTRIA DOLCIARIA  NOBIO  ANATRA ALL'ARANCIA FARC AST ARANCIA 1 0750 GR TORTERICORRENZA FACE07";"INDUSTRIA DOLCIARIA BORSARI NOBIO BORSARI ANATRA ALL'ARANCIA FARC AST ARANCIA 1 0750 GR TORTERICORRENZA FACE07";"GR";"750";"GR|750";1
"A";"155";"25234494";"2020";"5";"01010503";"01.1.1.4.2.00";"MAINA NOBIO MAINA ARIA DI PRIM. TORTA CIOCC. FARC AST CIOCCOLATO 1 0400 GR TORTERICORRENZA";"MAINA";"400GR";"Torte Pronte Altre";"TORTE PRONTE";"8005190405095";"557.68";"469";"1.19";"35";"4330.38";"2531";"1.71";"180";"-87.1216844711088";"-30.5010306958983";" NOBIO  ARIA DI PRIM. TORTA CIOCC. FARC AST CIOCCOLATO 1 0400 GR TORTERICORRENZA";"MAINA NOBIO MAINA ARIA DI PRIM. TORTA CIOCC. FARC AST CIOCCOLATO 1 0400 GR TORTERICORRENZA";"GR";"400";"GR|400";1
"B";"19460";"25538766";"2020";"5";"01010503";"01.1.1.4.2.00";"MAINA NOBIO MAINA ARIA DI PRIM. TORTA BAVARESE FARC AST CIOCCOLATO 1 0400 GR TORTERICORRENZA";"MAINA";"400GR";"Torte Pronte Altre";"TORTE PRONTE";"8005190405101";"1112.69";"1000";"1.11";"80";"6595.31";"4308";"1.53";"337";"-83.1290720223917";"-27.3200422724633";" NOBIO  ARIA DI PRIM. TORTA BAVARESE FARC AST CIOCCOLATO 1 0400 GR TORTERICORRENZA";"MAINA NOBIO MAINA ARIA DI PRIM. TORTA BAVARESE FARC AST CIOCCOLATO 1 0400 GR TORTERICORRENZA";"GR";"400";"GR|400";1
"A";"160";"33134052";"2020";"5";"01010503";"01.1.1.4.2.00";"MELEGATTI NOBIO MELEGATTI LA CHOCOLAT FARC AST CIOCCOLATO 1 0400 GR TORTERICORRENZA FACE16";"MELEGATTI";"400GR";"Torte Pronte Altre";"TORTE PRONTE";"8002630010598";"238.48";"270";"0.88";"20";"5021.28";"3488";"1.44";"276";"-95.2506133894147";"-38.6449611195493";" NOBIO  LA CHOCOLAT FARC AST CIOCCOLATO 1 0400 GR TORTERICORRENZA FACE16";"MELEGATTI NOBIO MELEGATTI LA CHOCOLAT FARC AST CIOCCOLATO 1 0400 GR TORTERICORRENZA FACE16";"GR";"400";"GR|400";0.999999999998879
"B";"22842";"33219189";"2020";"5";"01010503";"01.1.1.4.2.00";"MELEGATTI NOBIO MELEGATTI LA DELIZIA FARC AST CREMA LIMONE 1 0400 GR TORTERICORRENZA";"MELEGATTI";"400GR";"Torte Pronte Altre";"TORTE PRONTE";"8002630010604";"404.56";"407";"0.99";"43";"6395.43";"4795";"1.33";"279";"-93.6742330070066";"-25.4740719130135";" NOBIO  LA DELIZIA FARC AST CREMA LIMONE 1 0400 GR TORTERICORRENZA";"MELEGATTI NOBIO MELEGATTI LA DELIZIA FARC AST CREMA LIMONE 1 0400 GR TORTERICORRENZA";"GR";"400";"GR|400";0.999999999998879
"A";"134";"10860837";"2020";"5";"01010503";"01.1.1.4.2.00";"DAL COLLE NOBIO DAL COLLE RAMO DI PRIMAVERA FARC AST CACAO CR.CACAO 1 0750 GR TORTERICORRENZA";"DAL COLLE";"750GR";"Torte Pronte Altre";"TORTE PRONTE";"8004970122306";"1594.05";"911";"1.75";"67";"11073.45";"3421";"3.24";"227";"-85.6047573249529";"-45.9427824463929";" NOBIO  RAMO DI PRIMAVERA FARC AST CACAO CR.CACAO 1 0750 GR TORTERICORRENZA";"DAL COLLE NOBIO DAL COLLE RAMO DI PRIMAVERA FARC AST CACAO CR.CACAO 1 0750 GR TORTERICORRENZA";"GR";"750";"GR|750";0.99999999999803
"B";"117184";"14176321";"2020";"5";"01010503";"01.1.1.4.2.00";"DAL COLLE NOBIO DAL COLLE RAMO DI MANDORLO FARC AST CREMA LATTE MANDORLE 1 0750 GR TORTERICORRENZA";"DAL COLLE";"750GR";"Torte Pronte Altre";"TORTE PRONTE";"8004970129787";"175.44";"87";"2.02";"8";"335.37";"94";"3.57";"10";"-47.6876285893193";"-43.4785872114484";" NOBIO  RAMO DI MANDORLO FARC AST CREMA LATTE MANDORLE 1 0750 GR TORTERICORRENZA";"DAL COLLE NOBIO DAL COLLE RAMO DI MANDORLO FARC AST CREMA LATTE MANDORLE 1 0750 GR TORTERICORRENZA";"GR";"750";"GR|750";0.99999999999803
"A";"196";"57441915";"2020";"5";"01010503";"01.1.1.4.2.00";"DAL COLLE NOBIO DAL COLLE OSTRICA LIMONCETTA DI SORRENTO FARC AST CREMA LIMONCELLO 1 0400 GR TORTERICORRENZA";"DAL COLLE";"400GR";"Torte Pronte Altre";"TORTE PRONTE";"8004970143998";"79.22";"60";"1.32";"16";"774.91";"372";"2.08";"120";"-89.7768773147849";"-36.6166393516666";" NOBIO  OSTRICA LIMONCETTA DI SORRENTO FARC AST CREMA LIMONCELLO 1 0400 GR TORTERICORRENZA";"DAL COLLE NOBIO DAL COLLE OSTRICA LIMONCETTA DI SORRENTO FARC AST CREMA LIMONCELLO 1 0400 GR TORTERICORRENZA";"GR";"400";"GR|400";0.999999999602306
"B";"100906";"58131481";"2020";"5";"01010503";"01.1.1.4.2.00";"DAL COLLE NOBIO DAL COLLE OSTRICA & CHAMPAGNE FARC AST CREMA CHAMPAGNE 1 0400 GR TORTERICORRENZA";"DAL COLLE";"400GR";"Torte Pronte Altre";"TORTE PRONTE";"8004970143950";"126.13";"75";"1.68";"22";"888.29";"422";"2.1";"90";"-85.8008082945885";"-20.1058813375512";" NOBIO  OSTRICA & CHAMPAGNE FARC AST CREMA CHAMPAGNE 1 0400 GR TORTERICORRENZA";"DAL COLLE NOBIO DAL COLLE OSTRICA & CHAMPAGNE FARC AST CREMA CHAMPAGNE 1 0400 GR TORTERICORRENZA";"GR";"400";"GR|400";0.999999999602306
"A";"182";"49733832";"2020";"5";"01010503";"01.1.1.4.2.00";"BALOCCO NOBIO BALOCCO DOLCE SOGNO FARC/RICOP AST CREMA COCCO.CIOCCOLATO LATTE 1 0650 GR TORTERICORRENZA";"BALOCCO";"650GR";"Torte Pronte Altre";"TORTE PRONTE";"8001100069531";"1609.62";"878";"1.83";"78";"11286.05";"4002";"2.82";"303";"-85.7379685541";"-34.9924261429477";" NOBIO  DOLCE SOGNO FARC/RICOP AST CREMA COCCO.CIOCCOLATO LATTE 1 0650 GR TORTERICORRENZA";"BALOCCO NOBIO BALOCCO DOLCE SOGNO FARC/RICOP AST CREMA COCCO.CIOCCOLATO LATTE 1 0650 GR TORTERICORRENZA";"GR";"650";"GR|650";0.999999993455197
"B";"101863";"58544224";"2020";"5";"01010503";"01.1.1.4.2.00";"BALOCCO NOBIO BALOCCO DOLCE SOGNO AGRUMI E ZENZERO FARC AST CR.MANDARINO.ZENZERO.CIOCC.LATT.FOND. 1 0650 GR TORTERICORRENZA";"BALOCCO";"650GR";"Torte Pronte Altre";"TORTE PRONTE";"8001100070360";"282.86";"153";"1.85";"24";"8336.91";"3379";"2.47";"263";"-96.6071362171356";"-25.0687142333412";" NOBIO  DOLCE SOGNO AGRUMI E ZENZERO FARC AST CR.MANDARINO.ZENZERO.CIOCC.LATT.FOND. 1 0650 GR TORTERICORRENZA";"BALOCCO NOBIO BALOCCO DOLCE SOGNO AGRUMI E ZENZERO FARC AST CR.MANDARINO.ZENZERO.CIOCC.LATT.FOND. 1 0650 GR TORTERICORRENZA";"GR";"650";"GR|650";0.999999993455197
"A";"86";"36610840";"2020";"5";"01010503";"01.1.1.4.2.00";"CORSINI BISC NOBIO CORSINI BISC SCHIACCIATA CELL CLASSICO 1 0450 GR TORTERICORRENZA FACE17";"CORSINI BISC";"450GR";"Torte Pronte Altre";"TORTE PRONTE";"8001667001647";"42.27";"12";"3.52";"3";"533.21";"93";"5.73";"8";"-92.0725417752855";"-38.5621987584629";" NOBIO  SCHIACCIATA CELL CLASSICO 1 0450 GR TORTERICORRENZA FACE17";"CORSINI BISC NOBIO CORSINI BISC SCHIACCIATA CELL CLASSICO 1 0450 GR TORTERICORRENZA FACE17";"GR";"450";"GR|450";0.999999992211527
"B";"155885";"5728144";"2020";"5";"01010503";"01.1.1.4.2.00";"CORSINI BISC CORSINI BISC NOBIO TONDA SEMPLICE STD CLASS SCHIACCIATA 1 00450 TORTE.PRONTE GR NEWFACE";"CORSINI BISC";"450GR";"Torte Pronte Altre";"TORTE PRONTE";"8001667001883";"1088.03";"360";"3.02";"21";"18679.78";"4484";"4.17";"69";"-94.1753596669768";"-27.4508687409";"  NOBIO TONDA SEMPLICE STD CLASS SCHIACCIATA 1 00450 TORTE.PRONTE GR NEWFACE";"CORSINI BISC CORSINI BISC NOBIO TONDA SEMPLICE STD CLASS SCHIACCIATA 1 00450 TORTE.PRONTE GR NEWFACE";"GR";"450";"GR|450";0.999999992211527
"A";"102";"42551381";"2020";"5";"01010503";"01.1.1.4.2.00";"MASONI NOBIO MASONI ANTICA SIENA ALTRE FORME SEMPLICE PANDESANTI CLASS 1 00500 GR TORTE.PRONTE";"MASONI";"500GR";"Torte Pronte Altre";"TORTE PRONTE";"8010826005853";"312.05";"157";"1.99";"15";"3436.5";"1156";"2.97";"25";"-90.9195402298851";"-33.1400541767333";" NOBIO  ANTICA SIENA ALTRE FORME SEMPLICE PANDESANTI CLASS 1 00500 GR TORTE.PRONTE";"MASONI NOBIO MASONI ANTICA SIENA ALTRE FORME SEMPLICE PANDESANTI CLASS 1 00500 GR TORTE.PRONTE";"GR";"500";"GR|500";0.999999991767004
"B";"87176";"4270287";"2020";"5";"01010503";"01.1.1.4.2.00";"MASONI MASONI NOBIO TONDA SEMPLICE STD CLASS SCHIACCIATA 1 00500 TORTE.PRONTE GR";"MASONI";"500GR";"Torte Pronte Altre";"TORTE PRONTE";"8006548000184";"162.97";"33";"4.94";"1";"5528.13";"1095";"5.05";"16";"-97.0519868382256";"-2.17956326839439";"  NOBIO TONDA SEMPLICE STD CLASS SCHIACCIATA 1 00500 TORTE.PRONTE GR";"MASONI MASONI NOBIO TONDA SEMPLICE STD CLASS SCHIACCIATA 1 00500 TORTE.PRONTE GR";"GR";"500";"GR|500";0.999999991767004
"A";"45";"51586495";"2020";"5";"01010503";"01.1.1.4.2.00";"MAINA NOBIO MAINA SENZA LATTOSIO FARC/RICOP AST CREMA CIOCCOLATO 1 0400 GR TORTERICORRENZA S/OLIO DI PALMA S/LATTOSIO";"MAINA";"400GR";"Torte Pronte Altre";"TORTE PRONTE";"8005190404777";"235.58";"210";"1.12";"26";"1222.62";"532";"2.3";"120";"-80.7315437339484";"-51.186577459336";" NOBIO  SENZA LATTOSIO FARC/RICOP AST CREMA CIOCCOLATO 1 0400 GR TORTERICORRENZA S/OLIO DI PALMA S/LATTOSIO";"MAINA NOBIO MAINA SENZA LATTOSIO FARC/RICOP AST CREMA CIOCCOLATO 1 0400 GR TORTERICORRENZA S/OLIO DI PALMA S/LATTOSIO";"GR";"400";"GR|400";0.999988406221532
"B";"19327";"25234476";"2020";"5";"01010503";"01.1.1.4.2.00";"MAINA NOBIO MAINA ARIA DI PRIM. TORTA LIMONE FARC AST CREMA LIMONE 1 0400 GR TORTERICORRENZA";"MAINA";"400GR";"Torte Pronte Altre";"TORTE PRONTE";"8005190405088";"785.4";"614";"1.28";"46";"4954.66";"3228";"1.53";"324";"-84.1482563889349";"-16.6621687678856";" NOBIO  ARIA DI PRIM. TORTA LIMONE FARC AST CREMA LIMONE 1 0400 GR TORTERICORRENZA";"MAINA NOBIO MAINA ARIA DI PRIM. TORTA LIMONE FARC AST CREMA LIMONE 1 0400 GR TORTERICORRENZA";"GR";"400";"GR|400";0.999988406221532
"A";"169";"42330648";"2020";"5";"01010503";"01.1.1.4.2.00";"MAINA NOBIO MAINA DOLCEUOVO AL CIOCCOLATO FARC/RICOP AST CR.CIOCCOLATO.CROCC.GLAS.CIOCC.FONDENTE 1 0600 GR TORTERICORRENZA";"MAINA";"600GR";"Torte Pronte Altre";"TORTE PRONTE";"8005190409666";"81.8";"62";"1.32";"2";"524.28";"200";"2.62";"7";"-84.3976501106279";"-49.6698390665416";" NOBIO  DOLCEUOVO AL CIOCCOLATO FARC/RICOP AST CR.CIOCCOLATO.CROCC.GLAS.CIOCC.FONDENTE 1 0600 GR TORTERICORRENZA";"MAINA NOBIO MAINA DOLCEUOVO AL CIOCCOLATO FARC/RICOP AST CR.CIOCCOLATO.CROCC.GLAS.CIOCC.FONDENTE 1 0600 GR TORTERICORRENZA";"GR";"600";"GR|600";0.999954114488691
"B";"86504";"42330562";"2020";"5";"01010503";"01.1.1.4.2.00";"MAINA NOBIO MAINA CARAMELLO E CIOCCOLATO FARC AST CR.CARAM.CIOCC.FONDENTE.CROCC.CER.CARAMELLO 1 0650 GR TORTERICORRENZA";"MAINA";"650GR";"Torte Pronte Altre";"TORTE PRONTE";"8005190409642";"57.7";"29";"1.99";"3";"1620";"649";"2.5";"51";"-96.4382716049383";"-20.2909748829289";" NOBIO  CARAMELLO E CIOCCOLATO FARC AST CR.CARAM.CIOCC.FONDENTE.CROCC.CER.CARAMELLO 1 0650 GR TORTERICORRENZA";"MAINA NOBIO MAINA CARAMELLO E CIOCCOLATO FARC AST CR.CARAM.CIOCC.FONDENTE.CROCC.CER.CARAMELLO 1 0650 GR TORTERICORRENZA";"GR";"650";"GR|650";0.999954114488691
"A";"164";"36517196";"2020";"5";"01010503";"01.1.1.4.2.00";"S.ANGELO S.ANGELO NOBIO TONDA FARCITA PASQUALINA PIZZA DOLCE CIOCCOLATO TORTA 1 00500 TORTE.PRONTE GR";"S.ANGELO";"500GR";"Torte Pronte Altre";"TORTE PRONTE";"8003896011084";"121.99";"91";"1.34";"9";"646.28";"262";"2.47";"24";"-81.1242804976171";"-45.6545218722603";"  NOBIO TONDA FARCITA PASQUALINA PIZZA DOLCE CIOCCOLATO TORTA 1 00500 TORTE.PRONTE GR";"S.ANGELO S.ANGELO NOBIO TONDA FARCITA PASQUALINA PIZZA DOLCE CIOCCOLATO TORTA 1 00500 TORTE.PRONTE GR";"GR";"500";"GR|500";0.999943468436558
"B";"166522";"9863054";"2020";"5";"01010503";"01.1.1.4.2.00";"S.ANGELO S.ANGELO NOBIO TONDA SEMPLICE FRESCOFRESCO YOGURT CIAMBELLA 1 00400 TORTE.PRONTE GR";"S.ANGELO";"400GR";"Torte Pronte Altre";"TORTE PRONTE";"8003896000576";"586.55";"306";"1.92";"36";"525.56";"273";"1.93";"56";"11.6047644417383";"-0.431043488253053";"  NOBIO TONDA SEMPLICE FRESCOFRESCO YOGURT CIAMBELLA 1 00400 TORTE.PRONTE GR";"S.ANGELO S.ANGELO NOBIO TONDA SEMPLICE FRESCOFRESCO YOGURT CIAMBELLA 1 00400 TORTE.PRONTE GR";"GR";"400";"GR|400";0.999943468436558
